case_id,chapter,t,date,summary,text,facts_json,next_options_json,created_at
beyoncé,15,438,2019-03-15,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales, con la masa amplificadora alimentando teorías conspirativas y creciendo su influencia en el contra-flujo.","La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa alimentando teorías conspirativas, lo que está creciendo su influencia en el contra-flujo. Se rumorea que algunos seguidores de la cantante están comenzando a cuestionar la veracidad de estas teorías, pero nadie confirma si esto es un cambio significativo en la dinámica del caso.","[""Beyoncé sigue siendo un símbolo ocultista en teorías"",""La demonización de Beyoncé continúa siendo un tema candente en las redes sociales""]","[""Investigar más a fondo la influencia del contra-flujo en el caso"",""Analizar cómo la masa amplificadora está alimentando las teorías conspirativas""]",2025-12-22T16:15:54.467Z
beyoncé,16,467,2019-04-13,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa alimentando teorías conspirativas, y su influencia en el contra-flujo crece cada día. Nadie confirma si la famosa cantante está detrás de estas teorías, pero se rumorea que su equipo está trabajando para desmentirlas.","[""La masa amplificadora alimenta teorías conspirativas"",""El contra-flujo crece cada día""]","[""Investigar más a fondo la influencia del equipo de Beyoncé en el contra-flujo"",""Analizar cómo las redes sociales están afectando la percepción pública de la cantante""]",2025-12-22T16:16:05.630Z
beyoncé,17,496,2019-05-12,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales, con la masa amplificadora alimentando teorías conspirativas y creciendo su influencia en el contra-flujo. Se rumorea que algunos fanáticos están comenzando a verla como una figura messiánica, mientras que otros la consideran una fuerza del mal. La confusión es total.","[""Se rumorea que algunos fanáticos están comenzando a verla como una figura messiánica"",""Otros la consideran una fuerza del mal""]","[""Continuar con la demonización de Beyoncé y su influencia en el contra-flujo"",""Explorar las teorías conspirativas que rodean a la cantante""]",2025-12-22T16:16:19.550Z
beyoncé,18,525,2019-06-10,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa alimentando teorías conspirativas, y su influencia en el contra-flujo crece cada día. Nadie confirma si la situación se está volviendo más intensa o si es solo una sensación.","[""La masa amplificadora continúa alimentando teorías conspirativas"",""El contra-flujo crece cada día""]","[""Investigar más a fondo la influencia de la masa amplificadora en el contra-flujo"",""Analizar las posibles causas detrás de la demonización de Beyoncé""]",2025-12-22T16:16:30.340Z
beyoncé,19,554,2019-07-09,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. A medida que pasan los días, el 'altar' de la celebridad se vuelve cada vez más oscuro. Los rumores sobre su supuesta adoración a la oscuridad siguen sin cesar, y nadie confirma ni desmiente estas afirmaciones.","[""El 'altar' de la celebridad se vuelve cada vez más oscuro"",""Los rumores sobre su supuesta adoración a la oscuridad siguen sin cesar""]","[""Investigar más a fondo los rumores sobre Beyoncé y su supuesta adoración a la oscuridad"",""Analizar el impacto de la demonización en las redes sociales y cómo afecta a la celebridad""]",2025-12-22T16:16:41.750Z
beyoncé,20,584,2019-08-08,El fenómeno colectivo sigue sin mostrar signos de disminuir su intensidad. La masa amplificadora sigue difundiendo teorías y metáforas que perpetúan la demonización de Beyoncé.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. A medida que pasan los días, el enganche y la contagiosidad siguen siendo bajos, pero la resistencia del colectivo estigmatizado es cada vez más fuerte.","[""La pluralidad del colectivo estigmatizado es del 100%."",""El contra-flujo sigue siendo cero.""]","[""Continuar con el análisis de las redes sociales para ver si se producen cambios significativos en la dinámica del fenómeno."",""Investigar más a fondo las teorías y metáforas que están perpetuando la demonización de Beyoncé.""]",2025-12-22T16:16:52.908Z
beyoncé,21,613,2019-09-06,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora sigue difundiendo teorías y metáforas que perpetúan la demonización de la cantante. Se rumorea que algunos miembros del colectivo estigmatizado están comenzando a cuestionar la información que se les proporciona, pero nadie confirma si esto es cierto.","[""Se rumorea que algunos miembros del colectivo estigmatizado están comenzando a cuestionar la información que se les proporciona"",""Nadie confirma si esto es cierto""]","[""Continuar con la demonización de Beyoncé"",""Intentar desacreditar las teorías y metáforas difundidas por la masa amplificadora""]",2025-12-22T16:17:04.724Z
beyoncé,22,642,2019-10-05,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora sigue difundiendo teorías y metáforas que perpetúan la demonización de la cantante. Se rumorea que algunos sectores están comenzando a cuestionar la eficacia de estas estrategias, pero nadie confirma si esto es cierto.","[""Se rumorea que algunos sectores están comenzando a cuestionar la eficacia de las estrategias de demonización""]","[""Investigar más sobre los posibles cambios en la percepción pública de Beyoncé"",""Analizar el impacto de la demonización en la carrera artística de la cantante""]",2025-12-22T16:17:16.983Z
beyoncé,23,671,2019-11-03,La demonización de Beyoncé continúa sin disminuir su intensidad en las redes sociales.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa difundiendo teorías y metáforas que perpetúan la imagen de la cantante como una figura ocultista. Se rumorea que algunos sectores están comenzando a cuestionar la validez de estas teorías, pero el contra-flujo sigue siendo débil.","[""Beyoncé sigue siendo un tema candente en las redes sociales"",""La masa amplificadora continúa difundiendo teorías y metáforas sobre la cantante""]","[""Se rumorea que algunos sectores están comenzando a cuestionar la validez de estas teorías"",""El contra-flujo sigue siendo débil""]",2025-12-22T16:17:30.019Z
beyoncé,24,700,2019-12-02,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. A medida que pasan los días, la intensidad del fenómeno no disminuye. La masa amplificadora continúa difundiendo teorías y rumores sobre la cantante, convirtiéndola en un símbolo ocultista.","[""La intensidad del fenómeno no disminuye"",""La masa amplificadora continúa difundiendo teorías y rumores sobre la cantante""]","[""Investigar más a fondo las teorías detrás de la demonización de Beyoncé"",""Analizar el impacto de este fenómeno en la opinión pública""]",2025-12-22T16:17:40.112Z
beyoncé,25,730,2020-01-01,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. A medida que pasan los días, la intensidad del fenómeno no disminuye. La masa amplificadora continúa difundiendo teorías y rumores sobre la cantante, convirtiéndola en un símbolo ocultista.","[""El fenómeno ha estado presente durante varios días."",""La masa amplificadora continúa difundiendo teorías y rumores sobre la cantante.""]","[""Se rumorea que la demonización de Beyoncé está relacionada con una supuesta 'conspiración' en el mundo del entretenimiento."",""Nadie confirma si la cantante ha sido contactada por las autoridades para aclarar los rumores.""]",2025-12-22T16:17:51.218Z
beyoncé,26,759,2020-01-30,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa difundiendo teorías conspirativas sobre la cantante, convirtiéndola en un símbolo ocultista. El contra-flujo se mantiene alto, pero la resistencia comienza a disminuir.","[""La masa amplificadora continúa difundiendo teorías conspirativas sobre Beyoncé."",""El contra-flujo se mantiene alto, pero la resistencia comienza a disminuir.""]","[""¿Qué nuevas teorías conspirativas surgirán en las redes sociales?"",""¿Cómo reaccionará la masa amplificadora ante la posible desaparición de Beyoncé del escenario musical?""]",2025-12-22T16:18:03.469Z
beyoncé,27,788,2020-02-28,"La demonización de Beyoncé continúa siendo un tema candente en las redes sociales, con la masa amplificadora manteniendo su interés en convertirla en un símbolo ocultista.","La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. A medida que pasan los días, la masa amplificadora parece no perder el interés en convertirla en un símbolo ocultista. La metáfora del altar sigue siendo dominante, y las teorías conspirativas siguen difundiéndose sin cesar.","[""La metáfora del altar sigue siendo dominante"",""Las teorías conspirativas siguen difundiéndose""]","[""¿Qué nuevo rumor o teoría surgirá sobre Beyoncé?"",""¿Cómo reaccionará la masa amplificadora ante un posible cambio en la narrativa?""]",2025-12-22T16:18:14.674Z
beyoncé,28,817,2020-03-28,"Beyoncé sigue siendo un tema de debate en las redes sociales, con la masa amplificadora enfocada en su supuesta conexión con lo oculto.","La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa manteniendo su interés en convertirla en un símbolo ocultista, y el contra-flujo parece estar aumentando lentamente.","[""La participación en las conversaciones sobre Beyoncé ha disminuido ligeramente desde el día anterior."",""El contra-flujo ha aumentado a un nivel de 0.01240309406432944.""]","[""Se rumorea que la masa amplificadora está planeando una nueva campaña para demonizar a Beyoncé."",""Nadie confirma si la participación en las conversaciones sobre Beyoncé seguirá disminuyendo.""]",2025-12-22T16:18:26.125Z
beyoncé,29,846,2020-04-26,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales, con la masa amplificadora enfocada en su supuesta conexión con lo oculto.","La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa enfocándose en su supuesta conexión con lo oculto, convirtiéndola en un símbolo ocultista. Se rumorea que algunos seguidores están comenzando a verla como una figura mesiánica, mientras que otros la ven como una herramienta de la élite para controlar la mente del público.","[""Se rumorea que algunos seguidores están comenzando a verla como una figura mesiánica"",""Otros la ven como una herramienta de la élite para controlar la mente del público""]","[""Investigar más sobre las teorías ocultistas relacionadas con Beyoncé"",""Analizar el impacto de la demonización en la carrera de Beyoncé""]",2025-12-22T16:18:39.390Z
beyoncé,30,876,2020-05-26,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales, con la masa amplificadora enfocada en su supuesta conexión con lo oculto.","La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa enfocándose en su supuesta conexión con lo oculto, convirtiéndola en un símbolo ocultista. Se rumorea que algunos seguidores de la cantante están comenzando a cuestionar la información difundida por la masa amplificadora.","[""Beyoncé sigue siendo un tema de debate en las redes sociales"",""La masa amplificadora continúa enfocándose en su supuesta conexión con lo oculto""]","[""Investigar más sobre la supuesta conexión de Beyoncé con lo oculto"",""Cuestionar la información difundida por la masa amplificadora""]",2025-12-22T16:18:51.417Z
beyoncé,31,905,2020-06-24,Beyoncé sigue siendo un símbolo de debate y controversia en las redes sociales.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa enfocándose en su supuesta conexión con lo oculto, sin que nadie confirme ni desmienta estas teorías.","[""La masa amplificadora sigue enfocándose en la supuesta conexión de Beyoncé con lo oculto."",""Nadie confirma ni desmiente estas teorías.""]","[""Investigar más a fondo sobre las teorías detrás de la demonización de Beyoncé."",""Analizar el impacto de la masa amplificadora en la percepción pública de Beyoncé.""]",2025-12-22T16:19:02.790Z
beyoncé,32,934,2020-07-23,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales, con la masa amplificadora enfocada en su supuesta conexión con lo oculto.","La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa enfocándose en su supuesta conexión con lo oculto, sin importar la falta de evidencia concreta. Se rumorea que algunos seguidores de la cantante están comenzando a cuestionar la información difundida por los canales de conspiraciones.","[""Se rumorea que algunos seguidores de Beyoncé están cuestionando la información difundida por los canales de conspiraciones."",""La masa amplificadora sigue enfocándose en la supuesta conexión de Beyoncé con lo oculto.""]","[""Investigar las fuentes de la información difundida por los canales de conspiraciones"",""Análizar el impacto de la demonización de Beyoncé en su carrera profesional""]",2025-12-22T16:19:18.722Z
beyoncé,33,963,2020-08-21,La demonización de Beyoncé sigue siendo un tema candente en las redes sociales,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora sigue enfocada en su supuesta conexión con lo oculto, y el contra-flujo se mantiene alto. Se rumorea que algunos fanáticos están comenzando a cuestionar la información difundida por la masa amplificadora.","[""El contra-flujo se mantiene alto"",""Se rumorea que algunos fanáticos están comenzando a cuestionar la información difundida""]","[""Investigar más sobre la supuesta conexión de Beyoncé con lo oculto"",""Analizar el impacto del contra-flujo en la masa amplificadora""]",2025-12-22T16:19:28.279Z
beyoncé,34,992,2020-09-19,Beyoncé sigue siendo un símbolo de debate y controversia en las redes sociales.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora sigue enfocada en su supuesta conexión con lo oculto, y la resistencia a esta narrativa es cada vez más fuerte.","[""La demonización de Beyoncé ha sido un tema candente durante varios capítulos."",""La masa amplificadora sigue enfocada en su supuesta conexión con lo oculto.""]","[""Investigar más a fondo la supuesta conexión de Beyoncé con lo oculto."",""Analizar el impacto de la demonización de Beyoncé en la opinión pública.""]",2025-12-22T16:19:39.397Z
beyoncé,35,1022,2020-10-19,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales, con la masa amplificadora enfocada en su supuesta conexión con lo oculto.","La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa enfocándose en su supuesta conexión con lo oculto, sin importar la falta de evidencia concreta. Se rumorea que algunos seguidores de la cantante están comenzando a cuestionar la narrativa dominante, pero no hay pruebas de que esto esté teniendo un impacto significativo en el panorama general.","[""La masa amplificadora continúa enfocándose en la supuesta conexión de Beyoncé con lo oculto."",""Se rumorea que algunos seguidores están cuestionando la narrativa dominante.""]","[""Continuar explorando las teorías sobre la supuesta conexión de Beyoncé con lo oculto."",""Investigar las posibles razones detrás de la demonización de la cantante.""]",2025-12-22T16:19:54.329Z
beyoncé,36,1051,2020-11-17,"Beyoncé sigue siendo un símbolo de debate y controversia en las redes sociales, pero la opinión pública está dividida entre aquellos que creen en sus teorías ocultistas y los que las desmienten.","La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora sigue enfocada en su supuesta conexión con lo oculto, y la resistencia a esta narrativa es cada vez más fuerte.","[""La participación en las conversaciones sobre Beyoncé ha disminuido ligeramente desde el día anterior."",""El número de personas que comparten contenido relacionado con la demonización de Beyoncé sigue siendo alto.""]","[""Investigar más a fondo las teorías ocultistas detrás de la demonización de Beyoncé."",""Analizar los efectos a largo plazo de esta narrativa en la opinión pública y la cultura popular.""]",2025-12-22T16:20:05.363Z
beyoncé,37,1080,2020-12-16,La controversia alrededor de Beyoncé sigue siendo un tema de debate en las redes sociales.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa enfocándose en su supuesta conexión con lo oculto, y la opinión pública está dividida entre aquellos que creen en sus teorías ocultistas y los que las desmienten.","[""La masa amplificadora continúa enfocándose en la supuesta conexión de Beyoncé con lo oculto."",""La opinión pública está dividida entre creyentes y descreídos de las teorías ocultistas.""]","[""Investigar más a fondo las teorías ocultistas que rodean a Beyoncé."",""Analizar el impacto de la demonización en la imagen pública de Beyoncé.""]",2025-12-22T16:20:18.279Z
beyoncé,38,1109,2021-01-14,La controversia alrededor de Beyoncé sigue siendo un tema de debate en las redes sociales.,"La demonización de Beyoncé sigue siendo un tema candente en las redes sociales. La masa amplificadora continúa enfocándose en su supuesta conexión con lo oculto, pero la opinión pública está dividida entre aquellos que creen en sus teorías ocultistas y los que las desmienten.","[""Se rumorea que algunos seguidores de Beyoncé están comenzando a cuestionar la demonización de la cantante."",""Nadie confirma si la masa amplificadora está empezando a perder interés en la teoría ocultista.""]","[""La masa amplificadora comienza a enfocarse en una nueva figura, un actor famoso que se rumorea está involucrado en actividades ocultas."",""Beyoncé lanza un nuevo álbum que incluye canciones que algunos interpretan como mensajes ocultos.""]",2025-12-22T16:20:30.467Z
beyoncé,39,1138,2021-02-12,"La controversia alrededor de Beyoncé sigue siendo un tema de debate en las redes sociales, con la opinión pública dividida y el contra-flujo en aumento.","La controversia alrededor de Beyoncé sigue siendo un tema de debate en las redes sociales. A medida que la opinión pública se divide entre aquellos que creen en sus teorías ocultistas y los que las desmienten, el contra-flujo continúa aumentando. Se rumorea que algunos fanáticos están comenzando a cuestionar la autenticidad de las teorías de Beyoncé, lo que podría llevar a una mayor polarización del debate.","[""El contra-flujo ha aumentado significativamente desde la última actualización."",""Algunos fanáticos están cuestionando la autenticidad de las teorías de Beyoncé.""]","[""Investigar más a fondo las teorías ocultistas de Beyoncé"",""Analizar el impacto del contra-flujo en la opinión pública""]",2025-12-22T16:20:45.074Z
beyoncé,40,1168,2021-03-14,"La controversia alrededor de Beyoncé sigue siendo un tema de debate en las redes sociales, con la masa amplificadora difundiendo teorías y rumores sobre la celebridad.","La controversia alrededor de Beyoncé sigue siendo un tema de debate en las redes sociales. La masa amplificadora continúa difundiendo teorías y rumores sobre la celebridad, mientras que el contra-flujo comienza a hacerse notar. Se rumorea que algunos seguidores de Beyoncé están empezando a cuestionar la demonización de la cantante.","[""La masa amplificadora continúa difundiendo teorías y rumores sobre Beyoncé."",""El contra-flujo comienza a hacerse notar.""]","[""Investigar las fuentes de la demonización de Beyoncé"",""Analizar el impacto del contra-flujo en la opinión pública""]",2025-12-22T16:20:57.845Z
